,province,competent_authority_number,brin_number,institution_name,street_name,house_number_supplement,post_code,city_name,municipal_number,municipal_name,denomination,telephone_number,internet_address,street_name_correspondence address,house_number_addition_correspondence_address,zip_code_correspondence_address,city_name_correspondence_address,nodal_area_code,nodal_area_name,rpa_area_code,rpa_area_name,wgr_area_code,wgr_area_name,corop_area_code,corop_area_name,education_area_code,education_area_name,rmc_region_code,rmc_region_name,type,education_structure,street_name_correspondence_address
560,Friesland,41573,15IB,It Bûtenplak,Aise Bruggenswei,2,8412 SW,HOORNSTERZWAAG,74,HEERENVEEN,Openbaar,516462415,www.itbutenplak.nl,Aise Bruggenswei,2,8412 SW,HOORNSTERZWAAG,8,Heerenveen,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
561,Friesland,41573,15KU,De Feart,Wolfsklauw,26,8411 RC,JUBBEGA,74,HEERENVEEN,Openbaar,516461753,www.de-feart.nl,Wolfsklauw,26,8411 RC,JUBBEGA,8,Heerenveen,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
562,Friesland,41573,15OK,OBS Akkrum,De Stringen,1,8491 HA,AKKRUM,74,HEERENVEEN,Openbaar,566651687,www.obsakkrum.nl,De Stringen,1,8491 HA,AKKRUM,8,Heerenveen,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
563,Friesland,41573,15OR,De Ynset,Binnendyk,24,8461 LD,ROTTUM FR,1940,DE FRYSKE MARREN,Openbaar,513551666,www.de-ynset.nl,Binnendyk,24,8461 LD,ROTTUM FR,8,Heerenveen,4,Fryslân,5,Zuidwest-Friesland,5,Zuidwest-Friesland,3,Friesland,5,Zuid-West Friesland,base school and (secondary) special education,,
564,Friesland,41573,15PW,Compagnonsschool,Ds Veenweg,10-A,8456 HR,DE KNIPE,74,HEERENVEEN,Openbaar,513688766,www.compagnonsschool.nl,Ds Veenweg,10-A,8456 HR,DE KNIPE,8,Heerenveen,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
565,Friesland,41573,15QY,De Schakel,Prinses Marijkeweg,7-A,8463 VJ,ROTSTERHAULE,1940,DE FRYSKE MARREN,Openbaar,513552022,www.deschakelrotsterhaule.nl,Prinses Marijkeweg,7-A,8463 VJ,ROTSTERHAULE,8,Heerenveen,4,Fryslân,5,Zuidwest-Friesland,5,Zuidwest-Friesland,3,Friesland,5,Zuid-West Friesland,base school and (secondary) special education,,
566,Friesland,41573,15SG,Tjongerschool,Schoterlandseweg,95,8454 KD,MILDAM,74,HEERENVEEN,Openbaar,513633100,www.tjongerschool.nl,Schoterlandseweg,95,8454 KD,MILDAM,8,Heerenveen,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
567,Friesland,41573,15UN,Sevenaerschool,Schoterlandseweg,103,8414 LR,NIEUWEHORNE,74,HEERENVEEN,Openbaar,513541308,www.sevenaer.nl,Schoterlandseweg,103,8414 LR,NIEUWEHORNE,8,Heerenveen,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
568,Friesland,41573,15WU,Albertine Agnesschool,Prins Bernhardweg,33,8453 XC,ORANJEWOUD,74,HEERENVEEN,Openbaar,513636476,www.alb-agnes.nl,Prins Bernhardweg,33,8453 XC,ORANJEWOUD,8,Heerenveen,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
569,Friesland,41573,15XX,Tryegeaster Honk,Jetze Veldstraweg,49,8513 CK,OUWSTERHAULE,1940,DE FRYSKE MARREN,Openbaar,513551027,www.trijegeasterhonk.nl,Jetze Veldstraweg,49,8513 CK,OUWSTERHAULE,8,Heerenveen,4,Fryslân,5,Zuidwest-Friesland,5,Zuidwest-Friesland,3,Friesland,5,Zuid-West Friesland,base school and (secondary) special education,,
570,Friesland,41573,15ZX,De Brege,Trijegea,16,8517 HZ,SCHARSTERBRUG,1940,DE FRYSKE MARREN,Openbaar,513415349,www.obsdebrege.nl,Trijegea,16,8517 HZ,SCHARSTERBRUG,8,Heerenveen,4,Fryslân,5,Zuidwest-Friesland,5,Zuidwest-Friesland,3,Friesland,5,Zuid-West Friesland,base school and (secondary) special education,,
571,Friesland,41573,16CZ,Basisschool 't Swannestee,Tsjillanleane,32,8525 GR,LANGWEER,1940,DE FRYSKE MARREN,Openbaar,513499375,www.obstswannestee.nl,Tsjillanleane,32,8525 GR,LANGWEER,8,Heerenveen,4,Fryslân,5,Zuidwest-Friesland,5,Zuidwest-Friesland,3,Friesland,5,Zuid-West Friesland,base school and (secondary) special education,,
572,Friesland,41573,27RK,o.b.s. Het Slingertouw,Schoterplein,29,8448 RP,HEERENVEEN,74,HEERENVEEN,Openbaar,513633140,www.obshetslingertouw.nl,Schoterplein,29,8448 RP,HEERENVEEN,8,Heerenveen,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
573,Friesland,41631,12NL,OBS De Aventurijn,Kerkeweg,10,8485 JJ,MUNNEKEBUREN,98,WESTSTELLINGWERF,Openbaar,561481900,www.obsdeaventurijn.nl,Kerkeweg,10,8485 JJ,MUNNEKEBUREN,8,Heerenveen,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
574,Friesland,41631,12RF,Basisschool de Oanrin,Mjumster Wei,12,9243 SJ,BAKKEVEEN,86,OPSTERLAND,Openbaar,516541777,www.oanrin.nl,Mjumster Wei,12,9243 SJ,BAKKEVEEN,7,Smallingerland,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
575,Friesland,41631,12VM,Basisschool Dorpsschool de Blesse,Meidoornstraat,33,8397 GV,DE BLESSE,98,WESTSTELLINGWERF,Openbaar,561441806,www.obsdeblesse.nl,Meidoornstraat,33,8397 GV,DE BLESSE,8,Heerenveen,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
576,Friesland,41631,12YL,Kindcentrum De Finne,Fockema Andreaelaan,94,9244 BB,BEETSTERZWAAG,86,OPSTERLAND,Openbaar,512382290,www.kcdefinne.nl,Postbus,59,9244 ZW,BEETSTERZWAAG,7,Smallingerland,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
577,Friesland,41631,13BL,Dalton Basisschool de Oosterbrink,Boijlerweg,88,8392 NK,BOIJL,98,WESTSTELLINGWERF,Openbaar,561421677,www.deoosterbrink.nl,Boijlerweg,88,8392 NK,BOIJL,8,Heerenveen,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
578,Friesland,41631,13DS,Openbare Basisschool de Tjongeling,Willinge Prinsstraat,16,8421 PE,OLDEBERKOOP,85,OOSTSTELLINGWERF,Openbaar,516451636,www.obsdetjongeling.nl,Willinge Prinsstraat,16,8421 PE,OLDEBERKOOP,7,Smallingerland,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
579,Friesland,41631,13EI,Basisschool de Skans,De Kolk,1,9249 MC,FRIESCHEPALEN,86,OPSTERLAND,Openbaar,512302200,www.obsdeskans.nl,De Kolk,1,9249 MC,FRIESCHEPALEN,7,Smallingerland,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
580,Friesland,41631,13HA,Basisschool de Velden,Zuiderweg,40-G,8391 KG,NOORDWOLDE FR,98,WESTSTELLINGWERF,Openbaar,561433100,www.obsdevelden.nl,Zuiderweg,40-G,8391 KG,NOORDWOLDE FR,8,Heerenveen,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
581,Friesland,41631,13JS,OBS De Treffer,Hendrik Ringenoldusstr,49,8401 PW,GORREDIJK,86,OPSTERLAND,Openbaar,513462280,www.basisschooldetreffer.nl,Hendrik Ringenoldusstr,49,8401 PW,GORREDIJK,7,Smallingerland,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
582,Friesland,41631,13OD,Openbare Basisschool De Stelling,Oosterhuisweg,7,8423 TG,MAKKINGA,85,OOSTSTELLINGWERF,Openbaar,516441439,www.obsdestelling.nl,Postbus,195,8430 AD,OOSTERWOLDE FR,7,Smallingerland,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
583,Friesland,41631,13QV,Vensterschool Noordwolde,Mandehof,17,8391 BG,NOORDWOLDE FR,98,WESTSTELLINGWERF,Openbaar,561430525,www.vensterschool.net,Mandehof,17,8391 BG,NOORDWOLDE FR,8,Heerenveen,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
584,Friesland,41631,13SJ,Openbare Basisschool MST. K.J. Dijkstra,Hoofdweg,31,8424 PJ,ELSLOO FR,85,OOSTSTELLINGWERF,Openbaar,561421250,www.mrkjdijkstraschool.nl,Hoofdweg,31,8424 PJ,ELSLOO FR,7,Smallingerland,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
585,Friesland,41631,13SX,School Loevestein,Berend Wapstrastrjitte,01/Mar,8401 NN,GORREDIJK,86,OPSTERLAND,Openbaar,513461557,www.schoolloevestein.nl,Berend Wapstrastrjitte,01/Mar,8401 NN,GORREDIJK,7,Smallingerland,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
586,Friesland,41631,13UW,Basisschool de Striepe,Hoofdweg,193,8474 CE,OLDEHOLTPADE,98,WESTSTELLINGWERF,Openbaar,561688500,www.obsdestriepe.nl,Hoofdweg,193,8474 CE,OLDEHOLTPADE,8,Heerenveen,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
587,Friesland,41631,13YI,Basisschool Heidepolle,Paulus Potterstraat,13,8471 VM,WOLVEGA,98,WESTSTELLINGWERF,Openbaar,561614262,www.heidepolle.nl,Postbus,135,8470 AC,WOLVEGA,8,Heerenveen,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
588,Friesland,41631,13ZL,Openbare Basisschool de Riemsloot,Alle Wijtzesweg,53-A,8426 CT,APPELSCHA,85,OOSTSTELLINGWERF,Openbaar,516432090,www.obsderiemsloot.nl,Alle Wijtzesweg,53-A,8426 CT,APPELSCHA,7,Smallingerland,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
589,Friesland,41631,13ZW,Basisschool De Boge,Engbert Pierswei,2,8409 JW,HEMRIK,86,OPSTERLAND,Openbaar,516471400,www.deboge.nl,Engbert Pierswei,2,8409 JW,HEMRIK,7,Smallingerland,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
590,Friesland,41631,14BQ,Wolvega Zuid,Oranje Nassaulaan,51,8471 LL,WOLVEGA,98,WESTSTELLINGWERF,Openbaar,561615138,www.obszuid.nl,Oranje Nassaulaan,51,8471 LL,WOLVEGA,8,Heerenveen,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
591,Friesland,41631,14ER,Basisschool Tuindorp,Grote vuurvlinder,2,8472 CH,WOLVEGA,98,WESTSTELLINGWERF,Openbaar,561615500,www.tuindorpschool.nl,Grote vuurvlinder,2,8472 CH,WOLVEGA,8,Heerenveen,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
592,Friesland,41631,14FY,Skôalle it Aventoer,De Klamp,12,8404 GL,LANGEZWAAG,86,OPSTERLAND,Openbaar,513688555,www.skoalleitaventoer.nl,De Klamp,12,8404 GL,LANGEZWAAG,7,Smallingerland,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
593,Friesland,41631,14HK,Dorpsschool,Lijsterstraat,6,8471 DN,WOLVEGA,98,WESTSTELLINGWERF,Openbaar,561614664,www.dorpsschoolwolvega.nl,Lijsterstraat,6,8471 DN,WOLVEGA,8,Heerenveen,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
594,Friesland,41631,14IS,Basisschool de Flecht,Buorsterwyk,36,8408 JA,LIPPENHUIZEN,86,OPSTERLAND,Openbaar,513463400,www.deflecht.nl,Buorsterwyk,36,8408 JA,LIPPENHUIZEN,7,Smallingerland,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
595,Friesland,41631,14KY,OBS De Toekan,Weemeweg,14,8431 LV,OOSTERWOLDE FR,85,OOSTSTELLINGWERF,Openbaar,516514367,www.obsdetoekan.nl,Postbus,163,8430 AD,OOSTERWOLDE FR,7,Smallingerland,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
596,Friesland,41631,14MO,De Lamer,Hoofdweg,55,8486 GC,OLDELAMER,98,WESTSTELLINGWERF,Openbaar,561499135,www.obsdelamer.nl,Hoofdweg,55,8486 GC,OLDELAMER,8,Heerenveen,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
597,Friesland,41631,14QI,Openbare Buttingaschool,Buttingasingel,10-A,8431 AV,OOSTERWOLDE FR,85,OOSTSTELLINGWERF,Openbaar,516514238,www.obsbuttinga.nl,Buttingasingel,10-A,8431 AV,OOSTERWOLDE FR,7,Smallingerland,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
598,Friesland,41631,15AO,Openbare Boekhorstschool,Boekhorsterweg,15,8431 CW,OOSTERWOLDE FR,85,OOSTSTELLINGWERF,Openbaar,516514232, ,Boekhorsterweg,15,8431 CW,OOSTERWOLDE FR,7,Smallingerland,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
599,Friesland,41631,15EV,Basisschool 't Holtpad,Kerkweg,9,8475 EB,NIJEHOLTPADE,98,WESTSTELLINGWERF,Openbaar,561688282,www.holtpad.nl,Kerkweg,9,8475 EB,NIJEHOLTPADE,8,Heerenveen,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
600,Friesland,41631,15GH,Basisschool 't Ambyld,Smidte,47,8407 ER,TERWISPEL,86,OPSTERLAND,Openbaar,513463500,www.ambyld.nl,Smidte,47,8407 ER,TERWISPEL,7,Smallingerland,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
601,Friesland,41631,15JD,De Twirrewyn,Schoolstraat,15,8435 XV,DONKERBROEK,85,OOSTSTELLINGWERF,Openbaar,516491500,www.detwirrewyn.nl,Schoolstraat,15,8435 XV,DONKERBROEK,7,Smallingerland,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
602,Friesland,41631,15JO,Basisschool De Opstekker,Master Roordawei,1-A,8406 ES,TIJNJE,86,OPSTERLAND,Openbaar,513571600,www.deopstekker.nl,Master Roordawei,1-A,8406 ES,TIJNJE,7,Smallingerland,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
603,Friesland,41631,15KW,De Klaeter,Jokweg,14,8394 VL,DE HOEVE,98,WESTSTELLINGWERF,Openbaar,561432600,www.deklaeter.nl,Jokweg,14,8394 VL,DE HOEVE,8,Heerenveen,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
604,Friesland,41631,15LU,Openbare Basisschool de Trede,Dorpsstraat,55,8432 PL,HAULE,85,OOSTSTELLINGWERF,Openbaar,516577385,www.obsdetrede.nl,Dorpsstraat,55,8432 PL,HAULE,7,Smallingerland,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
605,Friesland,41631,15OQ,Skoalle De Sinnewizer,Welfingstrjitte,5,9241 GM,WIJNJEWOUDE,86,OPSTERLAND,"Samenwerking Opb., PC",516481666,www.desinnewizer.nl,Welfingstrjitte,5,9241 GM,WIJNJEWOUDE,7,Smallingerland,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
606,Friesland,41693,09ED,Op 'e Trije,Hegebeintumerdyk,16,9172 GP,FERWERT,1970,NOARDEAST-FRYSLAN,Openbaar,518411541, ,Hegebeintumerdyk,16,9172 GP,FERWERT,10,Leeuwarden,4,Fryslân,4,Friesland-Noord,4,Noord-Friesland,3,Friesland,4,Friesland Noord,base school and (secondary) special education,,
607,Friesland,41693,10AA,Basisschool Op 'e Dobbe,Finne,42,9074 AV,HALLUM,1970,NOARDEAST-FRYSLAN,Openbaar,518431700, ,Finne,42,9074 AV,HALLUM,10,Leeuwarden,4,Fryslân,4,Friesland-Noord,4,Noord-Friesland,3,Friesland,4,Friesland Noord,base school and (secondary) special education,,
608,Friesland,41693,10KZ,Arjen Roelofsskoalle,Leijesterpaed,4,9054 KM,HIJUM,80,LEEUWARDEN,Openbaar,518431900,www.arjenroelofsskoalle.nl,Leijesterpaed,4,9054 KM,HIJUM,10,Leeuwarden,4,Fryslân,4,Friesland-Noord,4,Noord-Friesland,3,Friesland,4,Friesland Noord,base school and (secondary) special education,,
609,Friesland,41693,11NM,OBS De Jint,Plataanstrjitte,2,9051 RB,STIENS,80,LEEUWARDEN,Openbaar,582571898,www.dejint.nl,Ipestrjitte,1,9051 ST,STIENS,10,Leeuwarden,4,Fryslân,4,Friesland-Noord,4,Noord-Friesland,3,Friesland,4,Friesland Noord,base school and (secondary) special education,,
610,Friesland,41693,11YW,Openbare Basisschool De Twilling,Ieleane,8,9051 LP,STIENS,80,LEEUWARDEN,Openbaar,582575998,www.detwilling.nl,Ieleane,8,9051 LP,STIENS,10,Leeuwarden,4,Fryslân,4,Friesland-Noord,4,Noord-Friesland,3,Friesland,4,Friesland Noord,base school and (secondary) special education,,
611,Friesland,41693,13LR,Openbare Basisschool De Steven,Noorderbolwerk,1,8801 KK,FRANEKER,1949,WAADHOEKE,Openbaar,517391140,www.obsdesteven.nl,Postbus,197,8800 AD,FRANEKER,10,Leeuwarden,4,Fryslân,4,Friesland-Noord,4,Noord-Friesland,3,Friesland,4,Friesland Noord,base school and (secondary) special education,,
612,Friesland,41693,13QJ,OBS De Opslach,IJsbaanweg,4,8801 ER,FRANEKER,1949,WAADHOEKE,Openbaar,517395110,www.deopslach.nl,Postbus,246,8800 AE,FRANEKER,10,Leeuwarden,4,Fryslân,4,Friesland-Noord,4,Noord-Friesland,3,Friesland,4,Friesland Noord,base school and (secondary) special education,,
613,Friesland,41693,14HA,Waadwizer,Johan Roordastrjitte,41,8851 EB,TZUMMARUM,1949,WAADHOEKE,Openbaar,518481900,www.waadwizer.nl,Johan Roordastrjitte,41,8851 EB,TZUMMARUM,10,Leeuwarden,4,Fryslân,4,Friesland-Noord,4,Noord-Friesland,3,Friesland,4,Friesland Noord,base school and (secondary) special education,,
614,Friesland,41693,14XY,Openbare Basisschool De Oanset,Peinserweg,1-B,8811 HK,RIED,1949,WAADHOEKE,Openbaar,517269321,www.oanset.nl,Peinserweg,1-B,8811 HK,RIED,10,Leeuwarden,4,Fryslân,4,Friesland-Noord,4,Noord-Friesland,3,Friesland,4,Friesland Noord,base school and (secondary) special education,,
615,Friesland,41693,18NF,De Frije Fûge,Klaas van der Meijstr,30-C,9045 PZ,BITGUMMOLE,1949,WAADHOEKE,Openbaar,582531222,https://www.defrijefugel.nl,Klaas van der Meijstr,30-C,9045 PZ,BITGUMMOLE,10,Leeuwarden,4,Fryslân,4,Friesland-Noord,4,Noord-Friesland,3,Friesland,4,Friesland Noord,base school and (secondary) special education,,
616,Friesland,41693,18OM,Lyts Libben,Ds H v E v Heslingastr,1,9041 EG,BERLTSUM,1949,WAADHOEKE,Openbaar,518461736,www.obslytslibben.nl,Ds H v E v Heslingastr,1,9041 EG,BERLTSUM,10,Leeuwarden,4,Fryslân,4,Friesland-Noord,4,Noord-Friesland,3,Friesland,4,Friesland Noord,base school and (secondary) special education,,
617,Friesland,41693,18PT,O.b.s. 't Fonnemint,Dordtse Straat,40,9076 CP,ST.-ANNAPAROCHIE,1949,WAADHOEKE,Openbaar,518401129,www.fonnemint.nl,Dordtse Straat,40,9076 CP,ST.-ANNAPAROCHIE,10,Leeuwarden,4,Fryslân,4,Friesland-Noord,4,Noord-Friesland,3,Friesland,4,Friesland Noord,base school and (secondary) special education,,
618,Friesland,41693,18PU,SWS Twaspan,Spoorstrjitte,7,9033 WJ,DEINUM,1949,WAADHOEKE,Openbaar,582542083,www.sws-twaspan.nl,Spoorstrjitte,7,9033 WJ,DEINUM,10,Leeuwarden,4,Fryslân,4,Friesland-Noord,4,Noord-Friesland,3,Friesland,4,Friesland Noord,base school and (secondary) special education,,
619,Friesland,41693,18QU,De Romte,Skoallanswei,2,9035 BT,DRONRYP,1949,WAADHOEKE,Openbaar,517231614,www.obsderomte.nl,Skoallanswei,2,9035 BT,DRONRYP,10,Leeuwarden,4,Fryslân,4,Friesland-Noord,4,Noord-Friesland,3,Friesland,4,Friesland Noord,base school and (secondary) special education,,
620,Friesland,41693,18RU,De Twiner,Georg van Saksenstraat,14,9079 KG,ST.-JACOBIPAROCHIE,1949,WAADHOEKE,Openbaar,518491839,https://www.detwiner.nl,Georg van Saksenstraat,14,9079 KG,ST.-JACOBIPAROCHIE,10,Leeuwarden,4,Fryslân,4,Friesland-Noord,4,Noord-Friesland,3,Friesland,4,Friesland Noord,base school and (secondary) special education,,
621,Friesland,41693,18RV,De Polle,Skoallestrjitte,28,9034 GL,MARSUM,1949,WAADHOEKE,Openbaar,582541681,www.obsdepolle.nl,Skoallestrjitte,28,9034 GL,MARSUM,10,Leeuwarden,4,Fryslân,4,Friesland-Noord,4,Noord-Friesland,3,Friesland,4,Friesland Noord,base school and (secondary) special education,,
622,Friesland,41693,18SR,De Cingel,Orxmasingel,16-A,9036 JW,MENAAM,1949,WAADHOEKE,Openbaar,518451663,www.obsdecingel.nl,Orxmasingel,16-A,9036 JW,MENAAM,10,Leeuwarden,4,Fryslân,4,Friesland-Noord,4,Noord-Friesland,3,Friesland,4,Friesland Noord,base school and (secondary) special education,,
623,Friesland,41693,18TK,SWS de Fierljepper,Mathijs Beckstraat,65,9077 SG,VROUWENPAROCHIE,1949,WAADHOEKE,Openbaar,518401682,www.defierljepper.nl,Mathijs Beckstraat,65,9077 SG,VROUWENPAROCHIE,10,Leeuwarden,4,Fryslân,4,Friesland-Noord,4,Noord-Friesland,3,Friesland,4,Friesland Noord,base school and (secondary) special education,,
624,Friesland,41735,12EG,Openbare Basisschool 't Partoer,Lauermanstraat,21-A,9251 AX,BURGUM,737,TYTSJERKSTERADIEL,Openbaar,511462980, ,Postbus,22,9250 AA,BURGUM,10,Leeuwarden,4,Fryslân,6,Friesland-Oost,4,Noord-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
625,Friesland,41735,12VK,Openbare Basisschool Hurdegarijp,Van Weerden Poelmanstr,2-A,9254 CS,HURDEGARYP,737,TYTSJERKSTERADIEL,Openbaar,511472026,www.obs-hurdegaryp.nl,Van Weerden Poelmanstr,2-A,9254 CS,HURDEGARYP,10,Leeuwarden,4,Fryslân,6,Friesland-Oost,4,Noord-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
626,Friesland,41735,14BP,Thrimwalda,Dr. O. Postmastrjitte,6,9061 BK,GYTSJERK,737,TYTSJERKSTERADIEL,Openbaar,582562271,www.obsthrimwalda.nl,Dr. O. Postmastrjitte,6,9061 BK,GYTSJERK,10,Leeuwarden,4,Fryslân,6,Friesland-Oost,4,Noord-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
627,Friesland,41735,14EQ,IT Kruired,Mounewei,32,9063 JM,MUNEIN,737,TYTSJERKSTERADIEL,Openbaar,582562110,www.kruired.nl,Mounewei,32,9063 JM,MUNEIN,10,Leeuwarden,4,Fryslân,6,Friesland-Oost,4,Noord-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
628,Friesland,41735,14GN,De Swetten,Kuiperssingel,1,9201 EE,DRACHTEN,90,SMALLINGERLAND,Openbaar,512514711,www.deswetten.nl,Kuiperssingel,1,9201 EE,DRACHTEN,7,Smallingerland,4,Fryslân,6,Friesland-Oost,6,Zuidoost-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
629,Friesland,41735,14HJ,Openbare Basisschool de Opstap,Heemstrasingel,45,9062 GE,OENTSJERK,737,TYTSJERKSTERADIEL,Openbaar,582562353, ,Heemstrasingel,45,9062 GE,OENTSJERK,10,Leeuwarden,4,Fryslân,6,Friesland-Oost,4,Noord-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
630,Friesland,41735,14JY,Sinnehonk,Van Sminiaweg,114-B,9064 KH,ALDTSJERK,737,TYTSJERKSTERADIEL,Openbaar,582561762, ,Van Sminiaweg,114-B,9064 KH,ALDTSJERK,10,Leeuwarden,4,Fryslân,6,Friesland-Oost,4,Noord-Friesland,3,Friesland,6,Friesland-Oost ('de Friese Wouden'),base school and (secondary) special education,,
